post_id,title,score,num_comments,author,category
47645025,"Show HN: Contrapunk – Real-time counterpoint harmony from guitar input, in Rust",50,15,waveywaves,general
47639291,The Indie Internet Index – submit your favorite sites,133,26,freshman_dev,general
47639779,"Show HN: sllm – Split a GPU node with other developers, unlimited tokens",151,74,jrandolf,general
47638810,Components of a Coding Agent,221,70,MindGods,general
47614532,Ruckus: Racket for iOS,116,9,nsm,general
47644566,"Advice to young people, the lies I tell myself (2024)",88,24,mooreds,general
47642601,Show HN: M. C. Escher spiral in WebGL inspired by 3Blue1Brown,63,12,laszlokorte,general
47604887,Electrical transformer manufacturing is throttling the electrified future,76,69,toomuchtodo,general
47639567,Show HN: TurboQuant-WASM – Google's vector quantization in the browser,151,6,teamchong,general
47646363,Modern Generic SVGA driver for Windows 3.1,13,1,userbinator,general
47640380,Apple approves driver that lets Nvidia eGPUs work with Arm Macs,416,179,naves,general
47644667,Nvim-treesitter (13K+ Stars) is Archived,76,11,RohanAdwankar,general
47591367,Breaking Enigma with Index of Coincidence on a Commodore 64,39,4,saganus,general
47637757,Embarrassingly simple self-distillation improves code generation,585,172,Anon84,general
47645305,Demonstrating Real Time AV2 Decoding on Consumer Laptops,12,1,breve,general
47638075,"The CMS is dead, long live the CMS",140,85,taubek,general
47606244,Training mRNA Language Models Across 25 Species for $165,137,32,maziyar,technology
47633396,Tell HN: Anthropic no longer allowing Claude Code subscriptions to use OpenClaw,1047,790,firloop,general
47610590,The East India Company in Japan,7,1,Thevet,general
47641141,IBM 3270 Information Display System: Color and Programmed Symbols (1979) [pdf],47,12,hggh,general
47611993,VR Realizes the Cyberspace Metaphor,12,6,dryadin,general
47645468,Writing Lisp is AI resistant and I'm sad,60,59,djha-skin,technology
47645168,Isseven,88,49,philipreasa,general
47631118,Artemis II crew take “spectacular” image of Earth,1034,355,andsoitis,general
47644726,"Power-washing, pool-cleaning and mowing – playing games about mundane jobs",8,0,andsoitis,general
47645235,Brain scans reveal how to enters a psychedelic-like trance without drugs,44,8,ingenika,technology
47641255,Plague Ships (2020),46,10,bryanrasmussen,general
47639524,"Author of ""Careless People"" banned from saying anything negative about Meta",776,505,macleginn,general
47639727,"When legal sports betting surges, so do Americans' financial problems",192,126,pseudolus,sports
47646241,Applying machine learning to identify unrecognized Covid-19 deaths in the US,11,5,Pxtl,general
47636435,Emotion concepts and their function in a large language model,169,168,dnw,general
47604698,Functional programming accelerates agentic feature development,41,21,cyrusradfar,general
47641464,Scientists observe an immune signaling complex forming inside cells,109,7,ohjeez,general
47637287,Some Unusual Trees,271,80,simplegeek,general
47633855,Claude Code Found a Linux Vulnerability Hidden for 23 Years,388,245,eichin,general
47629485,A case study in testing with 100+ Claude agents in parallel,48,40,thejash,general
47641615,Sopwith – 1984 Game (2000),92,40,elvis70,general
47629382,Getting Claude to QA its own work,14,0,suchintan,general
47644808,The machines are fine. I'm worried about us,11,2,Plasmoid,general
47645256,Families Can Now Eat Some Fish from Hudson River for First Time in 50 Years,19,6,geox,general
47645037,Shooting down ideas is not a skill,133,140,zdw,general
47645817,How Pope Leo is pushing back on divine justification of war,13,1,1659447091,general
47616361,Google releases Gemma 4 open models,1768,462,jeffmcjunkin,general
47640775,Why the most valuable things you know are things you cannot say,145,48,nr378,general
47645976,AI that copied musical artist files copyright claim against artist [updated],53,12,josephcsible,technology
47643656,The Oxygen Apocalpyse: how bacteria used a spin diode to wipe out ancient life,17,3,KR_compchem,general
47628608,OpenClaw privilege escalation vulnerability,501,246,kykeonaut,general
47597366,The most-disliked people in the publishing industry,92,64,Caiero,general
47629433,iNaturalist,519,130,bookofjoe,general
47601194,"The Cathedral, the Bazaar, and the Winchester Mystery House",181,62,dbreunig,general
47641788,Iranian missile blitz takes down AWS data centers in Bahrain and Dubai,163,142,lschueller,technology
47629903,Why are we still using Markdown?,209,278,veqq,general
47625952,Show HN: I built a frontpage for personal blogs,755,190,ramkarthikk,general
47633116,The house is a work of art: Frank Lloyd Wright,111,63,midnightfish,general
47642275,"Netflix must refund customers for years of price hikes, Italian court rules",53,5,xbmcuser,general
47639976,German men 18-45 need military permit for extended stays abroad,366,634,L_226,general
47645180,The secrets of black holes and the Higgs mass could be hidden in a 7D geometry,15,0,teleforce,general
47616242,Decisions that eroded trust in Azure – by a former Azure Core engineer,1245,631,axelriet,general
47633157,Fake Fans,152,60,performative,general
47621792,Post Mortem: axios NPM supply chain compromise,278,130,JeanMeche,technology
47645095,Evacuation of U.S. troops from Mideast base sends community groups scrambling,38,13,ceejayoz,general
47614956,Notes from from Butterick's Practical Typography,33,2,chilipepperhott,general
47630893,Age verification on Systemd and Flatpak,142,125,londonanon,general
47634690,Delve removed from Y Combinator,478,292,carabiner,general
47624645,Show HN: Apfel – The free AI already on your Mac,714,146,franze,technology
47644774,Write Your Own Copy,21,8,operatingthetan,general
47640431,What life looks like on the most remote inhabited island,88,23,brightbeige,general
47601570,"Csp-toolkit – Python library to parse, analyze, and find bypasses in CSP headers",12,1,bitscraper,general
47633131,"Run Linux containers on Android, no root required",211,82,politelemon,technology
47601992,The smallest ELF executable (2021),37,2,michelangelo,general
47624804,Category Theory Illustrated – Types,106,19,boris_m,general
47638147,"Show HN: Pluck – Copy any UI from any website, paste it into AI coding tools",16,12,bring-shrubbery,technology
47641277,A new gene therapy is giving people born deaf the chance to hear,48,5,bilsbie,general
47618223,We replaced RAG with a virtual filesystem for our AI documentation assistant,394,146,denssumesh,technology
47633947,The FAA’s flight restriction for drones is an attempt to criminalize filming ICE,532,182,detaro,general
47622616,The Technocracy Movement of the 1930s,166,135,lazydogbrownfox,technology
47645240,SpaceX Pushes Back Crucial Starship Test Launch,11,4,bookmtn,general
47633676,"Extra usage credit for Pro, Max, and Team plans",64,60,angst,general
47597159,Improving my focus by giving up my big monitor,182,173,Fudgel,general
47644701,Legibility Is Ruining You,20,6,birdculture,general
47645696,Towards end-to-end automation of AI research,6,0,hardmaru,technology
47637010,The Last Quiet Thing,17,1,coinfused,general
47603657,Artemis II Launch Day Updates,1093,951,apitman,general
47591707,Bourbon waste could provide next-gen supercapacitor components,38,15,prabal97,general
47645925,Don't Buy the DGX Spark: NVFP4 Still Missing After 6 Months,5,0,kristianp,general
47624736,NHS staff refusing to use FDP over Palantir ethical concerns,350,163,chrisjj,general
47629116,Go on Embedded Systems and WebAssembly,202,34,uticus,general
47627527,Build your own Dial-up ISP with a Raspberry Pi,200,35,arjunbajaj,general
47633640,How to Write Unmaintainable Code (1999),51,16,downbad_,technology
47632503,"Iran strikes leave Amazon availability zones ""hard down"" in Bahrain and Dubai",237,118,upofadown,technology
47628326,F-15E jet shot down over Iran,600,1351,tjwds,general
47597908,Remembering Magnetic Memories and the Apollo AGC,22,4,2earth,general
47644529,Why samurai are cooler than klingons,9,0,mooreds,technology
47605425,Sequential Optimal Packing for PCB Placement,19,12,seveibar,general
47624731,April 2026 TLDR Setup for Ollama and Gemma 4 26B on a Mac mini,317,119,greenstevester,general
47618176,George Goble has died,172,40,finaard,general
47626462,Big-Endian Testing with QEMU,113,127,jandeboevrie,general
47638532,"Show HN: Ownscribe – local meeting transcription, summarization and search",11,0,paberr,general
47612724,Lemonade by AMD: a fast and open source local LLM server using GPU and NPU,564,113,AbuAssar,general
47617376,OpenAI Acquires TBPN,238,190,surprisetalk,technology
47640632,There Is a RAM Shortage,31,12,paulpauper,general
47630592,Async Python Is Secretly Deterministic,75,34,KraftyOne,general
47615490,Artemis computer running two instances of MS outlook; they can't figure out why,491,358,mooreds,general
47635033,Show HN: Travel Hacking Toolkit – Points search and trip planning with AI,92,37,borski,technology
47626598,Show HN: ctx – an Agentic Development Environment (ADE),48,52,luca-ctx,general
47630576,"How to make a sliding, self-locking, and predator-proof chicken coop door (2020)",134,64,uticus,general
47624811,SSH certificates: the better SSH experience,256,116,jandeboevrie,general
47615002,Qwen3.6-Plus: Towards real world agents,585,207,pretext,worldnews
47618189,Tailscale's new macOS home,560,306,tosh,technology
47645596,"The Awake ""Sleep"" Loop: Why Attention Lapses Occur in ADHD",5,0,ivewonyoung,general
47630109,Firm boosts H.264 streaming license fees from $100k up to staggering $4.5M,185,69,MaximilianEmel,general
47593861,Maze Algorithms (1997),88,35,marukodo,general
47618084,Cursor 3,538,399,adamfeldman,general
47596739,Mercor says it was hit by cyberattack tied to compromise LiteLLM,150,45,jackson-mcd,general
47617415,Good ideas do not need lots of lies in order to gain public acceptance (2008),363,198,sedev,technology
47645100,Mission to Recover Downed F-15E Aircrew,7,0,everybodyknows,technology
47627419,The Axios supply chain attack used individually targeted social engineering,46,11,cmitsakis,technology
47587339,DCJ11Hack+ – DEC PDP/11 based homebrew computer,30,1,zdw,general
47637580,Emotion Concepts and Their Function in a Large Language Model,15,0,Anon84,general
47614100,'Backrooms' and the Rise of the Institutional Gothic,220,104,anarbadalov,general
47611481,Bringing Clojure programming to Enterprise (2021),201,121,smartmic,general
47630136,Update on the eBay Scam,44,39,speckx,general
47609564,Steam on Linux Use Skyrocketed Above 5% in March,779,364,hkmaxpro,general
47609492,50 years measuring the cleanest air,23,5,defrost,technology
47640722,12k AI-generated blog posts added in a single commit,145,144,noslop,technology
47621825,I Built an SMS Gateway with a $20 Android Phone – Jonno.nz,90,41,jonno-nz,general
47609356,Artemis II's toilet is a moon mission milestone,325,170,1659447091,general
